net,size,logtable,sizetable,logtree,sizetree,loglrdummy,sizelrdummy,logtreedummy,sizetreedummy,  loglgpair,sizelgpair,   logtreepair,sizetreepair,loglgld,sizelgld,  logtreeld,sizetreeld,loglgldpair,sizeldlgpair,logtreeldpair,sizetreeldpair
diabetes.bif,500,-0.012141584513563937,576,-0.15034284884206017,240,-0.05133099070796161,31,-0.3497718353251712,96,-0.027612083072103426,109,-0.26137884342772333,96,-0.021543353001544033,33,-0.256065212473441,96,-0.0225719264751184,117,-0.26137884342772333,96
diabetes.bif,500,-0.08879255646993114,1890,-0.7037924082938771,315,-0.6206444538128976,91,-1.3184510101973343,135,-0.3149368881182374,236,-0.9268792342883176,105,-0.06057831204439717,57,-0.7159046603242984,105,-0.0690805158462641,175,-0.7159046603242984,105
diabetes.bif,500,-0.1384893127755412,1862,-1.5542323000481253,266,-1.5483950651979013,143,-1.58219153949227,140,-1.346193669407588,209,-1.5913930977166122,98,-0.034814066827918495,23,-0.5213211817844751,112,-0.042398723216574105,46,-0.5213211817844751,112
diabetes.bif,500,-1.9196443564628058,6720,-2.2155630643416733,320,-1.7873315656170263,209,-2.06406385220099,100,-1.764621333061537,243,-1.9901901015027856,120,-1.6757598964935234,256,-1.8416094790372186,100,-1.6672030256441446,295,-1.8416094790372186,100
diabetes.bif,500,-0.19137930491563943,1650,-1.1901267485427678,450,-1.4890433296066108,186,-2.024211056797883,70,-1.3768136535468052,287,-1.7362944323325151,100,-0.15542532976606063,147,-0.6199665797004749,80,-0.1554667837559285,186,-0.6199665797004749,80
diabetes.bif,500,-0.11572815814067064,495,-0.6524946583658054,207,-0.9468730549581722,96,-1.2054453806415,99,-0.5485238925122385,147,-0.8844114020063156,99,-0.07434016233356519,42,-0.33661458602542405,72,-0.07345910481505971,52,-0.33661458602542405,72
diabetes.bif,500,-0.43460876464715936,770,-0.7317903022203898,70,-0.5035460453966917,72,-0.744206495917807,63,-0.48057971995703447,78,-0.7714398087445227,35,-0.377158033198908,87,-0.4354621210428215,42,-0.3702699570030183,83,-0.4354621210428215,42
diabetes.bif,500,-0.8299407871312343,550,-0.9466305700865698,50,-0.7830313360076606,72,-0.9670914629379107,35,-0.7706660213651438,71,-0.967652569200507,30,-0.6688889134051609,92,-0.7559940487441213,50,-0.6694128203585353,102,-0.7036069487677312,50
diabetes.bif,500,-0.01658496130507772,576,-0.3175913592513276,156,-0.05968900941244285,32,-0.3420584236953057,96,-0.03291303501181953,126,-0.23572603409076523,96,-0.026356674826583458,49,-0.34112113839078617,96,-0.026788208845892735,118,-0.23572603409076523,96
diabetes.bif,500,-0.07907393122970084,1890,-0.7041107427561263,315,-0.6394168191732617,100,-1.2163134107279001,120,-0.32282179615355316,298,-0.8911721633195346,105,-0.08684847439415164,50,-0.6906933528126588,120,-0.09317304992107424,179,-0.6906933528126588,120
diabetes.bif,500,-0.11304520339134799,1862,-1.5110524822736395,266,-1.5204512441486244,147,-1.5043990570925028,140,-1.1645957960971243,182,-1.4283845992385968,112,-0.025026431539714383,24,-0.5200306872460237,112,-0.029066376987991208,33,-0.5200306872460237,112
diabetes.bif,500,-1.839047391070659,6720,-2.1992256203211884,320,-1.800532139770886,204,-2.0728566543809546,100,-1.7701364174412757,226,-1.9712619880243678,120,-1.6249733464787117,276,-1.8414143349502297,100,-1.6186067979744072,307,-1.8414143349502297,100
diabetes.bif,500,-0.25719572104561544,1650,-1.500474596953283,530,-1.5199153893061814,173,-1.8955779808225728,110,-1.38676338847599,272,-1.7534259825239404,110,-0.17658453622981762,89,-0.650139262584047,70,-0.17717197581401567,115,-0.650139262584047,70
diabetes.bif,500,-0.1047012339891299,495,-0.6337035426158736,207,-0.8957108685585906,89,-1.3072112423731288,90,-0.4679273051908286,153,-0.7638116003638221,108,-0.13941870888391833,33,-0.3162742200548001,72,-0.1349472921235621,47,-0.3162742200548001,72
diabetes.bif,500,-0.4620541127461318,770,-0.7267136200964136,70,-0.4903830774369453,73,-0.7354973944055785,56,-0.4746045863117085,90,-0.7606748513326697,35,-0.4135057953453661,77,-0.4813062934878269,49,-0.409060118944332,81,-0.4813062934878269,49
diabetes.bif,500,-0.8360158094669933,550,-0.9440933857145041,50,-0.8016279621630061,71,-0.9666025336589468,40,-0.7838728943073031,81,-0.9639926743129489,35,-0.6857223273562392,89,-0.70118093383561,35,-0.6848877668325286,95,-0.764066845634061,35
diabetes.bif,500,-0.01678134071159697,576,-0.14869998608172807,240,-0.05942239087097521,26,-0.3542795456446962,96,-0.03601107187251803,115,-0.2569222630600115,96,-0.0340338417903342,25,-0.3484970953482495,96,-0.03242499268775257,114,-0.2569222630600115,96
diabetes.bif,500,-0.06233235743018938,1890,-0.6652454833289823,315,-0.6054671396938156,95,-1.0516765116032152,150,-0.21648468937583784,279,-0.9634262561107254,105,-0.03897792834348383,47,-0.6684592264496246,105,-0.06514266566078301,179,-0.6684592264496246,105
diabetes.bif,500,-0.12111518364835215,1862,-1.514725354229578,266,-1.5287201075073855,139,-1.5302198990904352,140,-1.2737673769419111,181,-1.5122281907509567,98,-0.04789325435037636,23,-0.674463723222752,112,-0.04817120653205099,44,-0.674463723222752,112
diabetes.bif,500,-1.8053358923177385,6720,-2.161709382482625,320,-1.7405092692114703,201,-2.0555991675569305,100,-1.710284503279872,235,-1.900869520896257,120,-1.537784861963865,284,-1.7289910010456258,120,-1.5326388941421838,322,-1.7289910010456258,120
diabetes.bif,500,-0.23560121636665485,1650,-1.188667539103254,450,-1.4882287215823136,175,-1.9316277374075652,90,-1.3709385361224424,276,-1.7951825018784981,90,-0.21925399576257223,105,-0.6455679535073894,80,-0.2121281003468326,135,-0.6455679535073894,80
diabetes.bif,500,-0.12028382203755,495,-0.615831753434476,207,-0.8811957019920564,96,-1.0789344584031277,108,-0.435626966108932,166,-0.7898941409032115,99,-0.09753447659044048,36,-0.2458620971699191,81,-0.09830989362306632,63,-0.2458620971699191,81
diabetes.bif,500,-0.3887446702157194,770,-0.7161154408124017,70,-0.49071922903004234,67,-0.7681900779895654,49,-0.4621741473112554,71,-0.7612741286658126,35,-0.31670243824613464,84,-0.3955699459738967,49,-0.31547027014868534,91,-0.43887915691809964,49
diabetes.bif,500,-0.8746676115631151,550,-0.9566570547237028,50,-0.7930767098505015,70,-0.9795709154888256,40,-0.7740060094163651,77,-0.954039599804361,45,-0.6914993924597971,106,-0.8663850730658301,60,-0.6854869858503205,113,-0.8041928118274486,55
diabetes.bif,500,-0.016372694125312056,576,-0.1526417782654365,240,-0.059932786477367855,31,-0.3320785316359213,96,-0.03447184020346176,111,-0.24603230880480123,96,-0.02911595251391114,57,-0.3312857751269672,96,-0.02894375078243487,127,-0.24603230880480123,96
diabetes.bif,500,-0.06118088532944173,1890,-0.655630949777089,315,-0.5964703789325984,91,-1.1702670309451366,150,-0.2449410964656715,295,-0.9003428192898091,105,-0.08431769094454196,67,-0.6689765482030524,120,-0.09443790974608,222,-0.6689765482030524,120
diabetes.bif,500,-0.18649618552715252,1862,-1.5514647177729035,266,-1.5505056951390335,143,-1.560468761737285,140,-1.1963006187982304,206,-1.4472333819276457,112,-0.05754267788351444,26,-0.5111920873721024,112,-0.06259469280412543,46,-0.5111920873721024,112
diabetes.bif,500,-1.9140338219892816,6720,-2.189698816553712,320,-1.7686213546568066,231,-2.1166028151540517,100,-1.7459668592262445,252,-1.9959720073194829,120,-1.628581250850403,289,-1.7215668939526323,120,-1.6266844104461642,312,-1.7215668939526323,120
diabetes.bif,500,-0.1948757564046599,1650,-1.4311377595457986,350,-1.5020645724163064,189,-1.871053907539693,110,-1.4181055918962138,287,-1.7971563906733041,100,-0.2189430017581135,119,-0.6366313426170424,80,-0.22813948868732287,158,-0.6366313426170424,80
diabetes.bif,500,-0.13686810629335627,495,-0.5991632394735508,207,-0.8764675089556938,95,-1.0719546748678745,108,-0.463359029879226,156,-0.7925121984245191,99,-0.14933196225673834,36,-0.28146822322158244,81,-0.1334607092250775,53,-0.28146822322158244,81
diabetes.bif,500,-0.40521323228493494,770,-0.7076144053935383,70,-0.47056651606237904,72,-0.7290910771998826,56,-0.4551712670207484,85,-0.7638818719240228,35,-0.31218388345693754,101,-0.35885860183631685,49,-0.31325524161649837,106,-0.35885860183631685,49
diabetes.bif,500,-0.8444529742427361,550,-0.9287946268434037,50,-0.783014205970374,72,-0.9538505528422878,40,-0.7698681042573273,72,-0.9525253211766123,35,-0.688924047666551,97,-0.6948608124193527,35,-0.6934010455651547,116,-0.6914019460869093,40
diabetes.bif,500,-0.014163785336501443,576,-0.15414852712499827,240,-0.049456391492436705,32,-0.35974619097303373,96,-0.026627269683844334,118,-0.27274571133058645,96,-0.020816251486945,46,-0.23979631948488064,96,-0.02140651952941209,116,-0.27274571133058645,96
diabetes.bif,500,-0.05096647993263152,1890,-0.6399649723681671,315,-0.5528589312595891,96,-1.15133116902895,135,-0.2040269450111154,302,-0.8823932917063985,105,-0.031453303356848754,49,-0.6457141029719073,135,-0.05120385335562272,177,-0.6457141029719073,135
diabetes.bif,500,-0.10116621159597798,1862,-1.4727934242255316,266,-1.424848265516151,150,-1.6870671444966356,112,-1.373082868674639,183,-1.5874904324133126,98,-0.025398293292487908,26,-0.5206079630666707,112,-0.029002192479630724,40,-0.5206079630666707,112
diabetes.bif,500,-1.9038735671227143,6720,-2.214968637342749,320,-1.781248403490154,202,-2.0820548729894517,100,-1.7680378621101114,245,-1.989346860122341,120,-1.6814494839358725,269,-1.8249473957504907,120,-1.6726879404971284,305,-1.8249473957504907,120
diabetes.bif,500,-0.2148760795582436,1650,-1.209524258465792,450,-1.479132522396581,188,-1.9029611105582558,110,-1.4537182420959534,246,-1.8235104215866278,90,-0.19630066787803796,128,-0.7481777306330316,80,-0.2018341945458786,150,-0.7481777306330316,80
diabetes.bif,500,-0.09695241570432095,495,-0.4693162965042515,243,-0.8771561173550048,87,-1.150948981592729,99,-0.41414534630314037,171,-0.8734403239048066,90,-0.08660546146438637,50,-0.2559011305156286,72,-0.08463348356909889,72,-0.21946853679170691,81
diabetes.bif,500,-0.4087177762858143,770,-0.7019244085904411,70,-0.46298252310237503,66,-0.7293173775864293,56,-0.44692825710492196,77,-0.7536080627470944,35,-0.3448898939368086,85,-0.41823288264817693,56,-0.34415171053994675,86,-0.41823288264817693,56
diabetes.bif,500,-0.859872200257599,550,-0.9387455203733056,50,-0.7821086414988123,73,-0.9607620381045763,35,-0.7659833152721268,79,-0.9233749337185531,40,-0.6839383968402977,94,-0.7364169571932537,35,-0.6860596542478615,98,-0.7121617400779472,40
diabetes.bif,500,-0.02246300094672826,576,-0.15583583340915308,240,-0.0697544672837417,26,-0.3444455115339214,96,-0.0494593521638752,124,-0.24973608223175628,96,-0.03777571946464808,25,-0.23958250232973874,96,-0.039378338687910616,117,-0.24973608223175628,96
diabetes.bif,500,-0.05963641536107333,1890,-0.6534995742811426,315,-0.5567252015258127,94,-1.1421031915960935,135,-0.24509082527179415,343,-0.9554333946575736,105,-0.046416256171350166,49,-0.5986083433723215,135,-0.06434274201879006,178,-0.6706430560861597,135
diabetes.bif,500,-0.15235251016792659,1862,-1.5193030213372447,266,-1.4853809335371837,126,-1.4673478106229132,154,-1.0894515539469278,176,-1.463389538302508,98,-0.07514563041027984,21,-0.5270311462720634,112,-0.07928956623169946,42,-0.5270311462720634,112
diabetes.bif,500,-1.7877290561822328,6720,-2.1284684595356715,320,-1.7458717737546285,212,-2.055268917313046,100,-1.714291001840196,265,-1.8551914265684157,140,-1.5988029638221999,287,-1.9229492815604545,120,-1.597284761252754,315,-1.9229492815604545,120
diabetes.bif,500,-0.17857079000037368,1650,-1.128728866355744,810,-1.491223303783445,179,-1.903790929535536,110,-1.319068279088719,268,-1.752576998721941,110,-0.17508558772125812,107,-0.4946518687193041,80,-0.1809041316375888,143,-0.4946518687193041,80
diabetes.bif,500,-0.09615748662892484,495,-0.6240066025376264,207,-0.9098487153961617,93,-1.0613471981800948,117,-0.5051771180417521,174,-0.8664609365145843,99,-0.08683629618527314,54,-0.2742237792635844,72,-0.08489718660541036,75,-0.24298564403122022,81
diabetes.bif,500,-0.46289547250976376,770,-0.7323753195463677,70,-0.5242320679041368,75,-0.7426433101820438,56,-0.5041599574313638,89,-0.775346363509075,42,-0.3846319754123916,86,-0.4781981491914581,49,-0.3667447820439299,92,-0.4781981491914581,49
diabetes.bif,500,-0.8046831534022736,550,-0.925833133025688,50,-0.7803097207920017,65,-0.9471170446450508,35,-0.7646456157530269,75,-0.9374812145466002,35,-0.6583690821755472,63,-0.6809625266515013,35,-0.6565586417295437,74,-0.6738247826248412,40
diabetes.bif,500,-0.01714910767151169,576,-0.14751028911432004,240,-0.0688640272029115,26,-0.34542066581635605,96,-0.04280285336173217,119,-0.2466141416518185,96,-0.03938951049312863,25,-0.2879791794090478,96,-0.037244295276969965,117,-0.2466141416518185,96
diabetes.bif,500,-0.05936015815065991,1890,-0.6487003590319073,315,-0.5498165419230054,95,-1.1347486348214706,135,-0.23491625453569048,306,-0.9381342581572417,120,-0.06707191466665516,58,-0.587762207341975,120,-0.07667856821887539,196,-0.587762207341975,120
diabetes.bif,500,-0.11137908768650388,1862,-1.4821256994849943,266,-1.4896890447021198,142,-1.748727492082837,112,-1.4075851920035525,193,-1.5063194544943643,112,-0.06178894586034231,25,-0.5778763367809767,112,-0.06234697334631899,41,-0.5778763367809767,112
diabetes.bif,500,-1.8603035888705894,6720,-2.211097223485138,320,-1.7787366085804501,210,-2.0926697164491204,100,-1.7759132321539284,225,-1.9491841650052502,140,-1.6187201236027065,248,-1.9706349214453833,120,-1.613469629701126,269,-1.9706349214453833,120
diabetes.bif,500,-0.20867215694513397,1650,-1.1534608282082939,450,-1.4965739531090356,182,-2.0159189089116856,70,-1.3084244956445363,274,-1.6849789717213342,120,-0.23784593925960984,104,-0.48639440502074793,90,-0.2315573289744495,143,-0.48639440502074793,90
diabetes.bif,500,-0.12286510538275734,495,-0.6502326202479436,207,-0.9053097915675977,85,-1.1862220935863128,99,-0.4882746877424366,148,-0.9482115357679435,90,-0.10386356270247483,41,-0.2742714150189369,72,-0.10354165726479247,52,-0.2742714150189369,72
diabetes.bif,500,-0.42658807595706805,770,-0.7149313924157186,70,-0.49381285129285124,71,-0.7359693303156818,56,-0.4678401709847016,76,-0.7747132908252,35,-0.3227799740413562,79,-0.4863650032709527,56,-0.3240102816527871,86,-0.4863650032709527,56
diabetes.bif,500,-0.859451639503208,550,-0.924231234212659,50,-0.7638740935010324,70,-0.9435298438798367,35,-0.7473330742337403,74,-0.9374313210591818,40,-0.6762699640925325,96,-0.7353527809034259,35,-0.6698112277051269,102,-0.718212056703251,45
diabetes.bif,500,-0.019065433951388815,576,-0.3147923968714002,156,-0.06567544633283137,26,-0.3410223343220549,96,-0.03976819025888309,134,-0.2518352473666203,96,-0.038501921066713414,25,-0.3410223343220549,96,-0.03703441813826388,117,-0.2518352473666203,96
diabetes.bif,500,-0.08262634253800459,1890,-0.675464394326033,315,-0.5952460854386922,104,-1.1799653097321083,135,-0.28215714797952357,337,-0.9062417263567224,105,-0.03782316456964416,50,-0.5649342350035751,120,-0.0566887436129968,156,-0.5649342350035751,120
diabetes.bif,500,-0.14335281081755355,1862,-1.5386086127561052,266,-1.5187918294052094,145,-1.5609728745791898,140,-1.1644883288052543,206,-1.4642259721404072,112,-0.05744268453062734,33,-0.5746284522005248,112,-0.061607424119237815,47,-0.5746284522005248,112
diabetes.bif,500,-1.829834195106423,6720,-2.203339144936706,320,-1.7621856077813205,213,-2.0664307935873194,100,-1.7376562886072482,246,-2.1152265719611254,100,-1.6160669375059695,278,-1.9196587221306385,100,-1.6042855857419487,292,-1.9196587221306385,100
diabetes.bif,500,-0.19009438114098573,1650,-0.9813332885658512,550,-1.5018996852176836,178,-1.8294584606425186,120,-1.3626983600683553,309,-1.7245381111882445,100,-0.15883705127366235,127,-0.5291579528545739,80,-0.1594688328296804,164,-0.5291579528545739,80
diabetes.bif,500,-0.08875518655442773,495,-0.6225157987151945,207,-0.9221280183726803,92,-1.0204324740673931,117,-0.5969244757205205,158,-0.8823558433466776,90,-0.08103453786777703,62,-0.3095224426704874,81,-0.08015968988621958,85,-0.3095224426704874,81
diabetes.bif,500,-0.39199241958142966,770,-0.7080414510943408,70,-0.48055478931437484,76,-0.7328757484083089,56,-0.4554084023575029,85,-0.7641020100429937,35,-0.3227618446568394,86,-0.3994629592687613,42,-0.32171252668268974,93,-0.3994629592687613,42
diabetes.bif,500,-0.8689988098464252,550,-0.9340772308779344,50,-0.768120107166041,72,-0.9675303915449424,45,-0.7498761410911848,79,-0.965641209171407,40,-0.6672887139526277,94,-0.7236637321835212,35,-0.6668517340727385,104,-0.7236637321835212,35
diabetes.bif,500,-0.01875904342847304,576,-0.1501088096063385,240,-0.06775216642241516,26,-0.33939539314034173,96,-0.04724161480648812,131,-0.26122197955568227,96,-0.04098657495601591,25,-0.2797288733993481,96,-0.039379301733418824,131,-0.26122197955568227,96
diabetes.bif,500,-0.05757853079505444,1890,-0.6537046154905647,315,-0.5745383626470825,96,-1.0309954707851547,165,-0.2154564965185819,262,-0.8921988554593591,105,-0.04307691690738186,50,-0.5798087564325524,135,-0.06050055306055483,167,-0.6411909528566228,135
diabetes.bif,500,-0.14601593281395617,1862,-1.5374703327185328,266,-1.5018795082839487,140,-1.5747954542112232,140,-1.3148303623379256,199,-1.5166859977072673,98,-0.04696278046136976,18,-0.5353700801341797,112,-0.05226361739298013,41,-0.5353700801341797,112
diabetes.bif,500,-1.9204276868391688,6720,-2.210894140329394,320,-1.7908490714215382,205,-2.0812978401819473,100,-1.7605885175656808,236,-2.0971266911285866,100,-1.649686527276375,231,-1.8513093398713338,120,-1.6335407400846795,261,-1.8513093398713338,120
diabetes.bif,500,-0.2661992479127606,1650,-1.2430826797043262,450,-1.548740000230772,179,-2.092894594975263,60,-1.4259401256297664,293,-1.7565853527534088,110,-0.2702349101390492,103,-0.4489200890616802,90,-0.26875531527969687,136,-0.4489200890616802,90
diabetes.bif,500,-0.12122275382145792,495,-0.6438651333786148,207,-0.9245820286345239,96,-1.0959567290508432,108,-0.45185977676452055,166,-0.8079888942046103,99,-0.09948239773695494,54,-0.26503554546763525,72,-0.09645343400604743,67,-0.26503554546763525,72
diabetes.bif,500,-0.42550404959609284,770,-0.7119645654913301,70,-0.5032742797384262,62,-0.7294575647367294,56,-0.49356199424855285,64,-0.7403901737546847,35,-0.3658369149206234,86,-0.5002280050864396,56,-0.35965937729027425,96,-0.49363671804010845,56
diabetes.bif,500,-0.7731576616960897,550,-0.9249802336615005,50,-0.7727981663279357,78,-0.941099558669048,45,-0.751878788702599,81,-0.9214988725274025,45,-0.6650879720673389,85,-0.7012155771562809,35,-0.6645707265782377,90,-0.7003066175682501,45
diabetes.bif,500,-0.018802506227858694,576,-0.15726993170773065,240,-0.06969938167695616,26,-0.3459872812177819,96,-0.04805274547482328,96,-0.2376409682391733,96,-0.040716604343105825,29,-0.24093352312096836,96,-0.03913623682133019,92,-0.2376409682391733,96
diabetes.bif,500,-0.07062677177100812,1890,-0.6658168838598262,315,-0.593303830807262,99,-1.2276032900867129,120,-0.25738451088876185,340,-0.8955113227183265,105,-0.08863306292558608,54,-0.599987660786441,120,-0.0909195009333997,180,-0.599987660786441,120
diabetes.bif,500,-0.162151546793913,1862,-1.5501520135600866,266,-1.4798829592828646,146,-1.6717324553932524,126,-1.1390266062244125,222,-1.5930459787091733,98,-0.05379581147572075,26,-0.5349621873795368,112,-0.054824469675961135,49,-0.5349621873795368,112
diabetes.bif,500,-1.9212587156200636,6720,-2.2018571204546222,320,-1.8437634597147232,184,-2.1001275878788195,100,-1.8194644583756656,221,-2.0019581891140943,120,-1.6713405523474165,275,-1.9474501996336282,120,-1.6678770948028256,303,-1.969169766388432,120
diabetes.bif,500,-0.2267743349994285,1650,-1.7044300673569113,250,-1.5081314146953286,193,-1.948127580472951,90,-1.4122640499806074,264,-1.8158756057895948,90,-0.2918326219420436,118,-0.7804425799564585,80,-0.2928087998328863,144,-0.7804425799564585,80
diabetes.bif,500,-0.09853747192496698,495,-0.6290396829514897,207,-0.8998040317939895,90,-1.175193998146537,99,-0.512155414224899,145,-0.9009021787107855,90,-0.09362098869062269,48,-0.2664748128295369,72,-0.09187050652221865,65,-0.2664748128295369,72
diabetes.bif,500,-0.4238449555230649,770,-0.7252016642342151,70,-0.4776856121712923,77,-0.7512822547004577,56,-0.4564516483697933,84,-0.7840992055113737,35,-0.3738954908628666,90,-0.4484778932212431,42,-0.37072711972667993,96,-0.4484778932212431,42
diabetes.bif,500,-0.8527872324872756,550,-0.9256152445024809,50,-0.7727057166211986,69,-0.9562915658082689,45,-0.7596300259352583,81,-0.9656484441695522,45,-0.6965885009929101,91,-0.7192009653310021,40,-0.6970597376705264,97,-0.7192009653310021,40
diabetes.bif,500,-0.01550947042044314,576,-0.16273184196887902,240,-0.05262720857744672,32,-0.3573668159969461,96,-0.029248074408588367,143,-0.240196006601071,96,-0.026387263165799753,39,-0.47439817971873216,84,-0.02594202981238369,127,-0.240196006601071,96
diabetes.bif,500,-0.07182447319390921,1890,-0.6750121473829507,315,-0.5769769901068976,91,-1.2381767087613533,120,-0.2532173696483588,299,-0.9355561341441009,120,-0.04755319220173842,50,-0.6023924795338237,120,-0.07101625541130449,166,-0.6023924795338237,120
diabetes.bif,500,-0.1571902764842626,1862,-1.547651611109823,266,-1.5079160340532063,135,-1.8081260262020158,112,-1.3539226432678542,189,-1.682692268555966,84,-0.03759318594450693,29,-0.4067760928839635,126,-0.04136242108481932,48,-0.4067760928839635,126
diabetes.bif,500,-1.8930955533020668,6720,-2.2150777697741626,320,-1.824152181219184,199,-2.103899415434573,100,-1.7984533675144014,243,-2.0726146744060947,100,-1.7089486279085395,280,-1.942151757988912,100,-1.7018002277231978,319,-1.942151757988912,100
diabetes.bif,500,-0.14594634126882883,1650,-1.1555568061884578,450,-1.46111814128546,186,-1.97972270497425,80,-1.3783223987569406,229,-1.6739878362856968,110,-0.2182927215735648,111,-0.41325845011671536,90,-0.2133437330312601,135,-0.41325845011671536,90
diabetes.bif,5000,-1.131184244675835,6720,-1.1767913495614453,720,-1.1429975764969844,358,-1.3560998610535346,340,-1.1419313021537565,426,-1.2333724978254146,320,-1.090035975032684,490,-1.1858914898235908,200,-1.0892961702334658,582,-1.1858914898235908,200
diabetes.bif,5000,-0.06008622392837435,495,-0.06014531671857636,459,-0.2219913447126157,110,-0.2074113063026974,315,-0.16188824405918653,259,-0.17215571596072457,279,-0.05904169373321922,106,-0.060732411887427375,117,-0.0594738489393179,135,-0.06907267607960214,108
diabetes.bif,5000,-0.23353533031547,770,-0.3246525270221511,280,-0.24393656479413936,90,-0.35951568786616495,105,-0.24354089577916058,127,-0.34194427147378526,154,-0.22363538236083724,180,-0.26461053271398083,133,-0.22279295610781247,196,-0.2742900733076817,140
diabetes.bif,5000,-0.6666476919234443,550,-0.7056859401635805,150,-0.6810471792401896,84,-0.7124370358704002,100,-0.6793627464896189,89,-0.7063754645435323,80,-0.660690872695256,184,-0.6844639886803372,75,-0.6601750992283045,187,-0.674867564611381,75
diabetes.bif,5000,-0.010394185413822475,576,-0.011629446665252384,408,-0.017052472082823074,39,-0.029902362769367613,156,-0.011963578661600303,140,-0.030210284761144884,132,-0.011026807092847517,82,-0.029873693636671892,156,-0.010917123018043718,152,-0.030210284761144884,132
diabetes.bif,5000,-0.00948697639290459,1890,-0.26070310387674256,390,-0.1672644300504779,130,-0.38445787574266016,225,-0.036036036192994524,731,-0.2650095204763217,210,-0.007352911998638543,55,-0.07480330441254987,195,-0.00901749145971101,317,-0.07480330441254987,195
diabetes.bif,5000,-0.008256531653698872,1862,-0.11645271389605943,1106,-0.6135303328385014,230,-0.49968788182586193,448,-0.7646709110036854,477,-0.42366773976717775,476,-0.0069131667968903516,83,-0.06777784095919094,182,-0.007120072262823513,102,-0.06777784095919094,182
diabetes.bif,5000,-1.2991782668476177,6720,-1.3949148468330819,1120,-1.2826133046826518,409,-1.5338013914464939,300,-1.2772480245817457,456,-1.4054862155231163,340,-1.2194585348356934,733,-1.3450686341514442,300,-1.2195201860784208,801,-1.3661870951656523,280
diabetes.bif,5000,-0.01802286592639628,1650,-0.11788999492003209,1150,-0.600402817895179,222,-0.3718692336388075,510,-0.7560715294461822,436,-0.3677430979080386,470,-0.018113154201382316,129,-0.029908538338523232,120,-0.017170189743343143,121,-0.029908538338523232,120
diabetes.bif,5000,-0.07048814409986372,495,-0.07092174777329413,459,-0.22683894359430115,113,-0.228679735468617,297,-0.17405817137003046,241,-0.15778425581599806,297,-0.07089249645611095,92,-0.09620470233183019,117,-0.07013701205976808,123,-0.07909573398945274,108
diabetes.bif,5000,-0.23625665170962956,770,-0.3014508936996419,490,-0.24811644874894573,99,-0.43863507863359846,161,-0.2470763523058731,145,-0.4165807342551658,154,-0.2295758540452318,203,-0.3010999796012381,140,-0.22940880089639396,218,-0.32031564226108805,133
diabetes.bif,5000,-0.6609704912807806,550,-0.6995281381710835,250,-0.6722331879861032,89,-0.7295483732356884,145,-0.6716415982448865,84,-0.6860474903592562,140,-0.64785653594748,226,-0.6582249848617555,85,-0.6474970050771494,244,-0.6579903818896894,105
diabetes.bif,5000,-0.007509119558649407,576,-0.009361942323688706,408,-0.017901864187033885,36,-0.03631619673941148,156,-0.010131025655214572,147,-0.03617650130914532,132,-0.00842475856543,61,-0.034243124918795755,156,-0.008310516793072835,129,-0.03619824170067188,132
diabetes.bif,5000,-0.013033150483394146,1890,-0.31032532501711946,465,-0.158987744790485,124,-0.38903800708232467,285,-0.06481588317291669,643,-0.26465585189927826,255,-0.01154238110389453,82,-0.07874141881773011,225,-0.013265306792307084,314,-0.07874141881773011,225
diabetes.bif,5000,-0.013995173937064731,1862,-0.20547083796107563,938,-0.6010796915527455,234,-0.4936753593265168,434,-0.6997726068597967,448,-0.4231544348917044,462,-0.009966823977647388,43,-0.0651640363909134,182,-0.009882755101537641,53,-0.0651640363909134,182
diabetes.bif,5000,-1.3967082445455596,6720,-1.5161566206857424,1120,-1.3401058943448727,409,-1.5608610501955529,320,-1.3336839126918094,526,-1.4775582213427727,340,-1.270242777830822,763,-1.4497528801784665,280,-1.2688235285387737,844,-1.4588825329553148,260
diabetes.bif,5000,-0.048924290798322036,1650,-0.17998821892892244,1150,-0.6858579046964463,222,-0.6348728055055545,570,-0.5410748107524886,450,-0.5790138679032544,520,-0.04793192477680327,141,-0.1111057152880938,170,-0.04792128936879405,183,-0.1111057152880938,170
diabetes.bif,5000,-0.07025448110958135,495,-0.07125294419988949,459,-0.22875547419494932,112,-0.23026074114314893,297,-0.18442001550301124,228,-0.18474565273341667,306,-0.07038896701607177,97,-0.08641285537203032,117,-0.06930466677419761,128,-0.0785241408941271,108
diabetes.bif,5000,-0.23525849163645768,770,-0.23516508301881586,630,-0.25084118719845727,106,-0.5030633825421331,154,-0.2487352733921126,138,-0.4373476839401483,161,-0.22958029644412337,192,-0.29751880864138364,126,-0.22912219617756485,202,-0.2722543226329614,168
diabetes.bif,5000,-0.6124380236761435,550,-0.6433354437904035,300,-0.6341589750770515,88,-0.7418650258979458,145,-0.6328141351131306,93,-0.7333701009814252,145,-0.6063875402189497,194,-0.6291231979749077,105,-0.6065004224547262,208,-0.6298826699011756,105
diabetes.bif,5000,-0.011369989268713658,576,-0.012409155469382305,408,-0.014525760671490653,38,-0.04662110523371886,156,-0.012787959998799402,145,-0.03894001571348905,132,-0.013054243115510494,40,-0.04267814915762959,156,-0.012694588245531806,132,-0.03894001571348905,132
